title	season	episode	rating	airdate
Friends	8	The One Where Joey Dates Rachel	8.6	1/10/2002
Friends	8	The One Where Chandler Takes a Bath	8.6	1/17/2002
Friends	8	The One with the Secret Closet	8.3	1/31/2002
Friends	8	The One with the Birthing Video	8.4	2/7/2002
Friends	8	The One Where Joey Tells Rachel	8.3	2/28/2002
Friends	8	The One with the Tea Leaves	8.2	3/7/2002
Friends	8	The One in Massapequa	8.3	3/28/2002
Friends	8	The One with Joey's Interview	7.5	4/4/2002
Friends	8	The One with the Baby Shower	8.3	4/25/2002
Friends	8	The One with the Cooking Class	8.2	5/2/2002
Friends	8	The One Where Rachel Is Late	8.4	5/9/2002
Friends	8	The One Where Rachel Has a Baby: Part 1	8.8	5/16/2002
Friends	8	The One Where Rachel Has a Baby: Part 2	8.9	5/16/2002
Friends	9	The One Where No One Proposes	8.6	9/26/2002
Friends	9	The One Where Emma Cries	8.6	10/3/2002
Friends	9	The One with the Pediatrician	8.3	10/10/2002
Friends	9	The One with the Sharks	8.2	10/17/2002
Friends	9	The One with Phoebe's Birthday Dinner	8.5	10/31/2002
Friends	9	The One with the Male Nanny	8.4	11/7/2002
Friends	9	The One with Ross's Inappropriate Song	8.7	11/14/2002
Friends	9	The One with Rachel's Other Sister	8.8	11/21/2002
Friends	9	The One with Rachel's Phone Number	8.2	12/5/2002
Friends	9	The One with Christmas in Tulsa	7.6	12/12/2002
Friends	9	The One Where Rachel Goes Back to Work	8.1	1/9/2003
Friends	9	The One with Phoebe's Rats	8.0	1/16/2003
Friends	9	The One Where Monica Sings	8.2	1/30/2003
Friends	9	The One with the Blind Dates	8.3	2/6/2003
Friends	9	The One with the Mugging	8.4	2/13/2003
Friends	9	The One with the Boob Job	8.3	2/20/2003
Friends	9	The One with the Memorial Service	8.5	3/13/2003
Friends	9	The One with the Lottery	8.6	4/3/2003
Friends	9	The One with Rachel's Dream	8.2	4/17/2003
Friends	9	The One with the Soap Opera Party	8.3	4/24/2003
Friends	9	The One with the Fertility Test	8.2	5/1/2003
Friends	9	The One with the Donor	7.9	5/8/2003
Friends	9	The One in Barbados	8.5	5/15/2003
Friends	9	The One in Barbados	8.7	5/15/2003
Friends	10	The One After Joey and Rachel Kiss	8.5	9/25/2003
Friends	10	The One Where Ross Is Fine	8.8	10/2/2003
Friends	10	The One with Ross's Tan	8.8	10/9/2003
Friends	10	The One with the Cake	8.4	10/23/2003
Friends	10	The One Where Rachel's Sister Babysits	8.3	10/30/2003
Friends	10	The One with Ross' Grant	8.3	11/6/2003
Friends	10	The One with the Home Study	8.3	11/13/2003
Friends	10	The One with the Late Thanksgiving	8.9	11/20/2003
Friends	10	The One with the Birth Mother	8.6	1/8/2004
Friends	10	The One Where Chandler Gets Caught	8.0	1/15/2004
Friends	10	The One Where the Stripper Cries	9.0	2/5/2004
Friends	10	The One with Phoebe's Wedding	8.9	2/12/2004
Friends	10	The One Where Joey Speaks French	8.5	2/19/2004
Friends	10	The One with Princess Consuela	8.7	2/26/2004
Friends	10	The One Where Estelle Dies	8.6	4/22/2004
Friends	10	The One with Rachel's Going Away Party	8.9	4/29/2004
Friends	10	The Last One	9.5	5/6/2004
Friends	10	The Last One	9.7	5/6/2004
Game of Thrones	1	Winter Is Coming	9.1	6/5/2011
Game of Thrones	1	The Kingsroad	8.8	6/12/2011
Game of Thrones	1	Lord Snow	8.7	5/1/2011
Game of Thrones	1	Cripples, Bastards, and Broken Things	8.8	5/8/2011
Game of Thrones	1	The Wolf and the Lion	9.1	5/15/2011
Game of Thrones	1	A Golden Crown	9.2	5/22/2011
Game of Thrones	1	You Win or You Die	9.3	5/29/2011
Game of Thrones	1	The Pointy End	9.1	6/5/2011
Game of Thrones	1	Baelor	9.6	6/12/2011
Game of Thrones	1	Fire and Blood	9.5	6/19/2011
Game of Thrones	2	The North Remembers	8.9	4/1/2012
Game of Thrones	2	The Night Lands	8.6	4/8/2012
Game of Thrones	2	What Is Dead May Never Die	8.9	4/15/2012
Game of Thrones	2	Garden of Bones	8.9	4/22/2012
Game of Thrones	2	The Ghost of Harrenhal	8.9	4/29/2012
Game of Thrones	2	The Old Gods and the New	9.1	5/6/2012
Game of Thrones	2	A Man Without Honor	9.0	5/13/2012
Game of Thrones	2	The Prince of Winterfell	8.9	5/20/2012
Game of Thrones	2	Blackwater	9.7	5/27/2012
Game of Thrones	2	Valar Morghulis	9.5	6/3/2012
Game of Thrones	3	Valar Dohaeris	8.9	3/31/2013
Game of Thrones	3	Dark Wings, Dark Words	8.7	4/7/2013
Game of Thrones	3	Walk of Punishment	8.9	4/14/2013
Game of Thrones	3	And Now His Watch Is Ended	9.6	4/21/2013
Game of Thrones	3	Kissed by Fire	9.1	4/28/2013
Game of Thrones	3	The Climb	8.9	5/5/2013
Game of Thrones	3	The Bear and the Maiden Fair	8.8	5/12/2013
Game of Thrones	3	Second Sons	9.1	5/19/2013
Game of Thrones	3	The Rains of Castamere	9.9	6/2/2013
Game of Thrones	3	Mhysa	9.2	6/9/2013
Game of Thrones	4	Two Swords	9.1	4/6/2014
Game of Thrones	4	The Lion and the Rose	9.7	4/13/2014
Game of Thrones	4	Breaker of Chains	8.9	4/20/2014
Game of Thrones	4	Oathkeeper	8.9	4/27/2014
Game of Thrones	4	First of His Name	8.8	5/4/2014
Game of Thrones	4	The Laws of Gods and Men	9.7	5/11/2014
Game of Thrones	4	Mockingbird	9.2	5/18/2014
Game of Thrones	4	The Mountain and the Viper	9.7	6/1/2014
Game of Thrones	4	The Watchers on the Wall	9.6	6/8/2014
Game of Thrones	4	The Children	9.7	6/15/2014
Game of Thrones	5	The Wars to Come	8.6	4/12/2015
Game of Thrones	5	The House of Black and White	8.6	4/19/2015
Game of Thrones	5	High Sparrow	8.6	4/26/2015
Game of Thrones	5	Sons of the Harpy	8.8	5/3/2015
Game of Thrones	5	Kill the Boy	8.7	5/10/2015
Game of Thrones	5	Unbowed, Unbent, Unbroken	8.1	5/17/2015
Game of Thrones	5	The Gift	9.1	5/24/2015
Game of Thrones	5	Hardhome	9.9	5/31/2015
Game of Thrones	5	The Dance of Dragons	9.5	6/7/2015
Game of Thrones	5	Mother's Mercy	9.1	6/14/2015
Game of Thrones	6	The Red Woman	8.6	4/25/2016
Game of Thrones	6	Home	9.4	5/1/2016
Game of Thrones	6	Oathbreaker	8.8	5/8/2016
Game of Thrones	6	Book of the Stranger	9.2	5/15/2016
Game of Thrones	6	The Door	9.7	5/22/2016
Game of Thrones	6	Blood of My Blood	8.5	5/29/2016
Game of Thrones	6	The Broken Man	8.7	6/5/2016
Game of Thrones	6	No One	8.5	6/12/2016
Game of Thrones	6	Battle of the Bastards	9.9	6/19/2016
Game of Thrones	6	The Winds of Winter	9.9	6/26/2016
Game of Thrones	7	Dragonstone	8.7	7/16/2017
Game of Thrones	7	Stormborn	9.0	7/23/2017
Game of Thrones	7	The Queen's Justice	9.3	7/30/2017
Game of Thrones	7	The Spoils of War	9.8	8/6/2017
Game of Thrones	7	Eastwatch	9.0	8/13/2017
Game of Thrones	7	Beyond the Wall	9.1	8/20/2017
Game of Thrones	7	The Dragon and the Wolf	9.5	8/27/2017
Game of Thrones	8	Winterfell	8.1	4/15/2019
Game of Thrones	8	A Knight of the Seven Kingdoms	8.4	4/21/2019
Game of Thrones	8	The Long Night	8.0	4/28/2019
Game of Thrones	8	The Last of the Starks	6.1	5/5/2019
Game of Thrones	8	The Bells	6.6	5/12/2019
Game of Thrones	8	The Iron Throne	4.4	5/19/2019
Glee	1	Pilot	8.8	5/19/2009
Glee	1	Showmance	8.4	9/9/2009
Glee	1	Acafellas	8.1	9/16/2009
Glee	1	Preggers	8.7	9/23/2009
Glee	1	The Rhodes Not Taken	8.4	9/30/2009
Glee	1	Vitamin D	8.6	10/7/2009
Glee	1	Throwdown	8.6	10/14/2009
Glee	1	Mash-Up	8.6	10/21/2009
Glee	1	Wheels	9.0	11/11/2009
Glee	1	Ballad	8.7	11/18/2009
Glee	1	Hairography	8.5	11/25/2009
Glee	1	Mattress	8.5	12/2/2009
Glee	1	Sectionals	9.2	12/9/2009
Glee	1	Hell-O	8.5	4/13/2010
Glee	1	The Power of Madonna	9.0	4/20/2010
Glee	1	Home	8.4	4/27/2010
Glee	1	Bad Reputation	8.5	5/4/2010
Glee	1	Laryngitis	8.5	5/4/2011
Glee	1	Dream On	9.0	5/18/2010
Glee	1	Theatricality	8.8	5/25/2010
Glee	1	Funk	8.5	6/1/2010
Glee	1	Journey to Regionals	9.3	6/8/2010
Glee	2	Audition	8.3	9/21/2010
Glee	2	Britney/Brittany	8.3	9/28/2010
Glee	2	Grilled Cheesus	8.4	10/5/2010
Glee	2	Duets	8.7	10/12/2010
Glee	2	The Rocky Horror Glee Show	8.2	10/26/2010
Glee	2	Never Been Kissed	9.0	11/9/2010
Glee	2	The Substitute	8.8	11/16/2010
Glee	2	Furt	9.0	11/23/2010
Glee	2	Special Education	8.6	11/30/2010
Glee	2	A Very Glee Christmas	8.7	12/7/2010
Glee	2	The Sue Sylvester Shuffle	8.9	2/6/2011
Glee	2	Silly Love Songs	8.7	2/8/2011
Glee	2	Comeback	8.1	2/15/2011
Glee	2	Blame It on the Alcohol	8.9	2/22/2011
Glee	2	Sexy	8.6	3/8/2011
Glee	2	Original Song	9.2	3/15/2011
Glee	2	A Night of Neglect	7.5	4/19/2011
Glee	2	Born This Way	8.9	4/26/2011
Glee	2	Rumours	8.5	5/3/2011
Glee	2	Prom Queen	8.9	5/10/2011
Glee	2	Funeral	8.9	5/17/2011
Glee	2	New York	8.7	5/24/2011
Glee	3	The Purple Piano Project	8.2	9/20/2011
Glee	3	I Am Unicorn	8.2	9/27/2011
Glee	3	Asian F	8.5	10/4/2011
Glee	3	Pot O' Gold	8.2	11/1/2011
Glee	3	The First Time	8.8	11/8/2011
Glee	3	Mash Off	8.8	11/15/2011
Glee	3	I Kissed a Girl	8.6	11/29/2011
Glee	3	Hold on to Sixteen	8.9	12/6/2011
Glee	3	Extraordinary Merry Christmas	7.5	12/13/2011
Glee	3	Yes/No	8.9	1/17/2012
Glee	3	Michael	8.9	1/31/2012
Glee	3	The Spanish Teacher	8.1	2/7/2012
Glee	3	Heart	8.7	2/14/2012
Glee	3	On My Way	9.1	2/21/2012
Glee	3	Big Brother	8.1	4/10/2012
Glee	3	Saturday Night Glee-ver	8.1	4/17/2012
Glee	3	Dance with Somebody	8.7	4/24/2012
Glee	3	Choke	8.7	5/1/2012
Glee	3	Prom-asaurus	8.8	5/8/2012
Glee	3	Props	8.9	5/15/2012
Glee	3	Nationals	9.3	5/15/2012
Glee	3	Goodbye	9.0	5/22/2012
Glee	4	The New Rachel	8.8	9/13/2012
Glee	4	Britney 2.0	8.1	9/20/2012
Glee	4	Makeover	8.1	9/27/2012
Glee	4	The Break-Up	9.1	10/4/2012
Glee	4	The Role You Were Born to Play	8.1	11/8/2012
Glee	4	Glease	8.4	11/15/2012
Glee	4	Dynamic Duets	7.7	11/22/2012
Glee	4	Thanksgiving	7.8	11/29/2012
Glee	4	Swan Song	8.7	12/6/2012
Glee	4	Glee, Actually	8.2	12/13/2012
Glee	4	Sadie Hawkins	7.4	1/24/2013
Glee	4	Naked	7.7	1/31/2013
Glee	4	Diva	7.7	2/7/2013
Glee	4	I Do	8.6	2/14/2013
Glee	4	Girls (and Boys) on Film	8.4	3/7/2013
Glee	4	Feud	8.4	3/14/2013
Glee	4	Guilty Pleasures	8.4	3/21/2013
Glee	4	Shooting Star	8.9	4/11/2013
Glee	4	Sweet Dreams	8.2	4/18/2013
Glee	4	Lights Out	7.2	4/25/2013
Glee	4	Wonder-ful	8.4	5/2/2013
Glee	4	All or Nothing	8.1	5/9/2013
Glee	5	Love, Love, Love	8.5	9/26/2013
Glee	5	Tina in the Sky with Diamonds	8.2	10/3/2013
Glee	5	The Quarterback	9.6	10/10/2013
Glee	5	A Katy or a Gaga	7.2	11/7/2013
Glee	5	The End of Twerk	7.5	11/14/2013
Glee	5	Movin' Out	7.8	11/21/2013
Glee	5	Puppet Master	7.6	11/28/2013
Glee	5	Previously Unaired Christmas	7.2	12/5/2013
Glee	5	Frenemies	8.5	2/25/2014
Glee	5	Trio	8.3	3/4/2014
Glee	5	City of Angels	8.9	3/11/2014
Glee	5	100	9.2	3/18/2014
Glee	5	New Directions	9.2	3/25/2014
Glee	5	New New York	8.5	4/1/2014
Glee	5	Bash	8.5	4/8/2014
Glee	5	Tested	7.5	4/15/2014
Glee	5	Opening Night	8.7	4/22/2014
Glee	5	The Back-Up Plan	7.6	4/29/2014
Glee	5	Old Dog, New Tricks	8.3	5/6/2014
Glee	5	The Untitled Rachel Berry Project	7.9	5/13/2014
Glee	6	Loser Like Me	8.6	1/9/2015
Glee	6	Homecoming	8.7	1/9/2015
Glee	6	Jagged Little Tapestry	8.6	1/16/2015
Glee	6	The Hurt Locker: Part 1	8.1	1/23/2015
Glee	6	The Hurt Locker: Part 2	8.4	1/30/2015
Glee	6	What the World Needs Now	8.2	2/6/2015
Glee	6	Transitioning	8.6	2/13/2015
Glee	6	A Wedding	9.0	2/20/2015
Glee	6	Child Star	8.2	2/27/2015
Glee	6	The Rise and Fall of Sue Sylvester	8.2	3/6/2015
Glee	6	We Built This Glee Club	8.9	3/13/2015
Glee	6	2009	9.4	3/20/2015
Glee	6	Dreams Come True	9.3	3/20/2015
Gossip Girl	1	Pilot	7.6	9/6/2008
Gossip Girl	1	The Wild Brunch	7.6	9/26/2007
Gossip Girl	1	Poison Ivy	7.6	10/3/2007
Gossip Girl	1	Bad News Blair	7.5	10/10/2007
Gossip Girl	1	Dare Devil	7.6	10/17/2007
Gossip Girl	1	The Handmaiden's Tale	7.4	10/24/2007
Gossip Girl	1	Victor/Victrola	7.9	11/7/2007
Gossip Girl	1	Seventeen Candles	7.8	11/14/2007
Gossip Girl	1	Blair Waldorf Must Pie!	7.4	11/28/2007
Gossip Girl	1	Hi, Society	7.8	12/5/2007
Gossip Girl	1	Roman Holiday	7.5	12/19/2007
Gossip Girl	1	School Lies	7.5	1/2/2008
Gossip Girl	1	A Thin Line Between Chuck and Nate	7.9	1/9/2008
Gossip Girl	1	The Blair Bitch Project	7.8	4/21/2008
Gossip Girl	1	Desperately Seeking Serena	7.6	4/28/2008
Gossip Girl	1	All About My Brother	7.8	5/5/2008
Gossip Girl	1	Woman on the Verge	7.8	5/12/2008
Gossip Girl	1	Much 'I Do' About Nothing	7.8	5/19/2008
Gossip Girl	2	Summer Kind of Wonderful	8.0	9/1/2008
Gossip Girl	2	Never Been Marcused	7.7	9/8/2008
Gossip Girl	2	The Dark Night	7.8	9/15/2008
Gossip Girl	2	The Ex-Files	7.8	9/22/2008
Gossip Girl	2	The Serena Also Rises	7.8	9/29/2008
Gossip Girl	2	New Haven Can Wait	7.8	10/13/2008
Gossip Girl	2	Chuck in Real Life	7.8	10/20/2008
Gossip Girl	2	Pret-a-Poor-J	8.0	10/27/2008
Gossip Girl	2	There Might be Blood	7.9	11/3/2008
Gossip Girl	2	Bonfire of the Vanity	7.8	11/10/2008
Gossip Girl	2	The Magnificent Archibalds	7.8	11/17/2008
Gossip Girl	2	It's a Wonderful Lie	7.8	12/1/2008
Gossip Girl	2	O Brother, Where Bart Thou?	8.2	12/8/2008
Gossip Girl	2	In the Realm of the Basses	7.8	1/5/2009
Gossip Girl	2	Gone with the Will	7.8	1/12/2009
Gossip Girl	2	You've Got Yale!	7.8	1/19/2009
Gossip Girl	2	Carrnal Knowledge	7.7	2/2/2009
Gossip Girl	2	The Age of Dissonance	7.7	3/16/2009
Gossip Girl	2	The Grandfather	7.6	3/23/2009
Gossip Girl	2	Remains of the J	7.5	3/30/2009
Gossip Girl	2	Seder Anything	7.8	4/20/2009
Gossip Girl	2	Southern Gentlemen Prefer Blondes	7.8	4/27/2009
Gossip Girl	2	The Wrath of Con	7.8	5/4/2009
Gossip Girl	2	Valley Girls	7.8	5/11/2009
Gossip Girl	2	The Goodbye Gossip Girl	8.3	5/18/2009
Gossip Girl	3	Reversals of Fortune	7.7	9/14/2009
Gossip Girl	3	The Freshmen	7.8	9/21/2009
Gossip Girl	3	The Lost Boy	7.7	9/28/2009
Gossip Girl	3	Dan de Fleurette	7.8	10/5/2009
Gossip Girl	3	Rufus Getting Married	7.8	10/12/2009
Gossip Girl	3	Enough About Eve	7.8	10/19/2009
Gossip Girl	3	How to Succeed in Bassness	7.8	10/26/2009
Gossip Girl	3	The Grandfather: Part II	7.8	11/2/2009
Gossip Girl	3	They Shoot Humphreys, Don't They?	7.8	11/9/2009
Gossip Girl	3	The Last Days of Disco Stick	7.7	11/16/2009
Gossip Girl	3	The Treasure of Serena Madre	7.8	11/30/2009
Gossip Girl	3	The Debarted	7.8	12/7/2009
Gossip Girl	3	The Hurt Locket	7.3	3/8/2010
Gossip Girl	3	The Lady Vanished	7.3	3/15/2010
Gossip Girl	3	The Sixteen Year Old Virgin	7.5	3/22/2010
Gossip Girl	3	The Empire Strikes Jack	7.3	3/29/2010
Gossip Girl	3	Inglourious Bassterds	7.8	4/5/2010
Gossip Girl	3	The Unblairable Lightness of Being	7.8	4/12/2010
Gossip Girl	3	Dr. Estrangeloved	7.3	4/26/2010
Gossip Girl	3	It's a Dad, Dad, Dad, Dad World	7.1	5/3/2010
Gossip Girl	3	Ex-Husbands and Wives	7.8	5/10/2010
Gossip Girl	3	Last Tango, Then Paris	7.9	5/17/2010
Gossip Girl	4	Belles de Jour	7.8	9/13/2010
Gossip Girl	4	Double Identity	8.0	9/20/2010
Gossip Girl	4	The Undergraduates	7.6	9/27/2010
Gossip Girl	4	Touch of Eva	7.7	10/4/2010
Gossip Girl	4	Goodbye, Columbia	7.6	10/11/2010
Gossip Girl	4	Easy J	7.8	10/25/2010
Gossip Girl	4	War at the Roses	7.8	11/1/2010
Gossip Girl	4	Juliet Doesn't Live Here Anymore	7.7	11/8/2010
Gossip Girl	4	The Witches of Bushwick	7.7	11/15/2010
Gossip Girl	4	Gaslit	7.8	11/29/2010
Gossip Girl	4	The Townie	7.8	12/6/2010
Gossip Girl	4	The Kids Are Not All Right	7.6	1/24/2011
Gossip Girl	4	Damien Darko	7.6	1/31/2011
Gossip Girl	4	Panic Roommate	7.0	2/7/2011
Gossip Girl	4	It-Girl Happened One Night	7.2	2/14/2011
Gossip Girl	4	While You Weren't Sleeping	7.5	2/21/2011
Gossip Girl	4	Empire of the Son	7.7	2/28/2011
Gossip Girl	4	The Kids Stay in the Picture	7.0	4/18/2011
Gossip Girl	4	Petty in Pink	7.6	4/25/2011
Gossip Girl	4	The Princesses and the Frog	7.1	5/2/2011
Gossip Girl	4	Shattered Bass	7.1	5/9/2011
Gossip Girl	4	The Wrong Goodbye	7.8	5/16/2011
Gossip Girl	5	Yes, Then Zero	7.7	9/26/2011
Gossip Girl	5	Beauty and the Feast	6.9	10/3/2011
Gossip Girl	5	The Jewel of Denial	7.6	10/10/2011
Gossip Girl	5	Memoirs of an Invisible Dan	7.7	10/17/2011
Gossip Girl	5	The Fasting and the Furious	6.9	10/24/2011
Gossip Girl	5	I Am Number Nine	7.7	11/7/2011
Gossip Girl	5	The Big Sleep No More	6.8	11/14/2011
Gossip Girl	5	All the Pretty Sources	7.7	11/21/2011
Gossip Girl	5	Rhodes to Perdition	7.1	11/28/2011
Gossip Girl	5	Riding in Town Cars with Boys	7.8	12/5/2011
Gossip Girl	5	The End of the Affair?	6.6	1/16/2012
Gossip Girl	5	Father and the Bride	7.2	1/23/2012
Gossip Girl	5	G.G.	8.0	1/30/2012
Gossip Girl	5	The Backup Dan	7.8	2/6/2012
Gossip Girl	5	Crazy, Cupid, Love	7.4	2/13/2012
Gossip Girl	5	Cross Rhodes	7.7	2/20/2012
Gossip Girl	5	The Princess Dowry	7.7	2/27/2012
Gossip Girl	5	Con-Heir	7.2	4/2/2012
Gossip Girl	5	It Girl, Interrupted	6.7	4/9/2012
Gossip Girl	5	Salon of the Dead	7.4	4/16/2012
Gossip Girl	5	Despicable B	6.9	4/23/2012
Gossip Girl	5	Raiders of the Lost Art	7.8	4/30/2012
Gossip Girl	5	The Fugitives	7.2	5/7/2012
Gossip Girl	5	The Return of the Ring	7.7	5/14/2012
Gossip Girl	6	Gone Maybe Gone	7.7	10/8/2012
Gossip Girl	6	High Infidelity	6.7	10/15/2012
Gossip Girl	6	Dirty Rotten Scandals	6.5	10/22/2012
Gossip Girl	6	Portrait of a Lady Alexander	6.6	11/5/2012
Gossip Girl	6	Monstrous Ball	6.7	11/12/2012
Gossip Girl	6	Where the Vile Things Are	7.6	11/19/2012
Gossip Girl	6	Save the Last Chance	7.6	11/26/2012
Gossip Girl	6	It's Really Complicated	7.6	12/3/2012
Gossip Girl	6	The Revengers	7.7	12/10/2012
Gossip Girl	6	New York, I Love You XOXO	8.8	12/17/2012
Hannibal	1	Apéritif	8.5	4/4/2013
Hannibal	1	Amuse-Bouche	8.4	4/11/2013
Hannibal	1	Potage	8.4	4/18/2013
Hannibal	1	Oeuf	8.1	4/29/2013
Hannibal	1	Coquilles	8.2	4/25/2013
Hannibal	1	Entrée	8.7	5/2/2013
Hannibal	1	Sorbet	8.8	5/9/2013
Hannibal	1	Fromage	9.1	5/16/2013
Hannibal	1	Trou Normand	8.5	5/23/2013
Hannibal	1	Buffet Froid	8.8	5/30/2013
Hannibal	1	Rôti	8.7	6/6/2013
Hannibal	1	Relevés	9.0	6/13/2013
Hannibal	1	Savoureux	9.3	6/20/2013
Hannibal	2	Kaiseki	9.0	2/28/2014
Hannibal	2	Sakizuke	9.1	3/7/2014
Hannibal	2	Hassun	8.8	3/14/2014
Hannibal	2	Takiawase	9.3	3/21/2014
Hannibal	2	Mukozuke	9.3	3/28/2014
Hannibal	2	Futamono	9.3	4/4/2014
Hannibal	2	Yakimono	9.3	4/11/2014
Hannibal	2	Su-zakana	8.6	4/18/2014
Hannibal	2	Shiizakana	8.8	4/25/2014
Hannibal	2	Naka-Choko	9.0	5/2/2014
Hannibal	2	Ko No Mono	9.1	5/9/2014
Hannibal	2	Tome-wan	9.3	5/16/2014
Hannibal	2	Mizumono	9.9	5/23/2014
Hannibal	3	Antipasto	8.5	6/4/2015
Hannibal	3	Primavera	8.3	6/11/2015
Hannibal	3	Secondo	8.4	6/18/2015
Hannibal	3	Aperitivo	8.4	6/25/2015
Hannibal	3	Contorno	9.3	7/2/2015
Hannibal	3	Dolce	9.0	7/9/2015
Hannibal	3	Digestivo	9.5	7/16/2015
Hannibal	3	The Great Red Dragon	8.9	7/23/2015
Hannibal	3	...And the Woman Clothed with the Sun	8.7	7/30/2015
Hannibal	3	...And the Woman Clothed in Sun	8.9	8/6/2015
Hannibal	3	...And the Beast from the Sea	8.9	8/13/2015
Hannibal	3	The Number of the Beast Is 666	9.1	8/20/2015
Hannibal	3	The Wrath of the Lamb	9.8	8/27/2015
Heroes	1	Unaired Premiere Episode	8.4	7/22/2006
Heroes	1	Chapter One 'Genesis'	8.4	6/30/2007
Heroes	1	Chapter Two 'Don't Look Back'	8.2	6/30/2007
Heroes	1	Chapter Three 'One Giant Leap'	8.2	6/30/2007
Heroes	1	Chapter Four 'Collision'	8.3	7/7/2007
Heroes	1	Chapter Five 'Hiros'	8.3	7/7/2007
Heroes	1	Chapter Six 'Better Halves'	7.9	7/7/2007
Heroes	1	Chapter Seven 'Nothing to Hide'	8.0	7/14/2007
Heroes	1	Chapter Eight 'Seven Minutes to Midnight'	8.1	7/14/2007
Heroes	1	Chapter Nine 'Homecoming'	8.8	7/21/2007
Heroes	1	Chapter Ten 'Six Months Ago'	8.5	7/21/2007
Heroes	1	Chapter Eleven 'Fallout'	8.6	7/28/2007
Heroes	1	Chapter Twelve 'Godsend'	8.2	7/28/2007
Heroes	1	Chapter Thirteen 'The Fix'	8.1	8/4/2007
Heroes	1	Chapter Fourteen 'Distractions'	8.3	8/4/2007
Heroes	1	Chapter Fifteen 'Run!'	8.1	8/11/2007
Heroes	1	Chapter Sixteen 'Unexpected'	8.5	8/11/2007
Heroes	1	Chapter Seventeen 'Company Man'	9.1	8/18/2007
Heroes	1	Chapter Eighteen 'Parasite'	8.7	8/18/2007
Heroes	1	Chapter Nineteen '.07%'	8.5	8/25/2007
Heroes	1	Chapter Twenty 'Five Years Gone'	9.1	8/25/2007
Heroes	1	Chapter Twenty-One 'The Hard Part'	8.3	9/1/2007
Heroes	1	Chapter Twenty-Two 'Landslide'	8.6	9/1/2007
Heroes	1	Chapter Twenty-Three 'How to Stop an Exploding Man'	8.5	9/1/2007
Heroes	2	Chapter One 'Four Months Later...'	8.0	9/24/2007
Heroes	2	Chapter Two 'Lizards'	7.8	10/1/2007
Heroes	2	Chapter Three 'Kindred'	7.7	10/8/2007
Heroes	2	Chapter Four 'The Kindness of Strangers'	7.7	10/15/2007
Heroes	2	Chapter Five 'Fight or Flight'	7.8	10/22/2007
Heroes	2	Chapter Six 'The Line'	7.5	10/29/2007
Heroes	2	Chapter Seven 'Out of Time'	8.0	11/5/2007
Heroes	2	Chapter Eight 'Four Months Ago...'	8.1	11/12/2007
Heroes	2	Chapter Nine: Cautionary Tales	8.3	11/19/2007
Heroes	2	Chapter Ten 'Truth & Consequences'	7.7	11/26/2007
Heroes	2	Chapter Eleven 'Powerless'	8.0	12/3/2007
Heroes	3	Chapter One 'The Second Coming'	7.9	9/22/2008
Heroes	3	Chapter Two 'The Butterfly Effect'	7.7	9/22/2008
Heroes	3	Chapter Three 'One of Us, One of Them'	7.7	9/29/2008
Heroes	3	Chapter Four 'I Am Become Death'	7.7	10/6/2008
Heroes	3	Chapter Five 'Angels and Monsters'	7.5	10/13/2008
Heroes	3	Chapter Six 'Dying of the Light'	7.6	10/20/2008
Heroes	3	Chapter Seven 'Eris Quod Sum'	7.5	10/27/2008
Heroes	3	Chapter Eight 'Villains'	7.8	11/10/2008
Heroes	3	Chapter Nine 'It's Coming'	7.6	11/17/2008
Heroes	3	Chapter Ten 'The Eclipse Part 1'	7.6	11/24/2008
Heroes	3	Chapter Eleven 'The Eclipse - Part 2'	7.6	12/1/2008
Heroes	3	Chapter Twelve 'Our Father'	8.1	12/8/2008
Heroes	3	Chapter Thirteen 'Dual'	7.7	12/15/2008
Heroes	3	Chapter One 'A Clear and Present Danger'	7.9	2/2/2009
Heroes	3	Chapter Two 'Trust and Blood'	7.6	2/9/2009
Heroes	3	Chapter Three 'Building 26'	7.3	2/16/2009
Heroes	3	Chapter Four 'Cold Wars'	7.2	2/23/2009
Heroes	3	Chapter Five 'Exposed'	7.4	3/2/2009
Heroes	3	Chapter Six 'Shades of Gray'	7.6	3/9/2009
Heroes	3	Chapter Seven 'Cold Snap'	8.1	3/23/2009
Heroes	3	Chapter Eight 'Into Asylum'	7.5	3/30/2009
Heroes	3	Chapter Nine 'Turn and Face the Strange'	7.6	4/6/2009
