title	season	episode	rating	airdate
Pretty Little Liars	4	Under the Gun	8.2	7/16/2013
Pretty Little Liars	4	Crash and Burn, Girl!	8.3	7/23/2013
Pretty Little Liars	4	The Guilty Girl's Handbook	8.4	7/30/2013
Pretty Little Liars	4	Into the Deep	8.3	8/6/2013
Pretty Little Liars	4	The Mirror Has Three Faces	8.4	8/13/2013
Pretty Little Liars	4	Bring Down the Hoe	8.2	8/20/2013
Pretty Little Liars	4	Now You See Me, Now You Don't	8.9	8/27/2013
Pretty Little Liars	4	Grave New World	8.6	10/22/2013
Pretty Little Liars	4	Who's in the Box?	8.0	1/7/2014
Pretty Little Liars	4	Love ShAck, Baby	8.2	1/14/2014
Pretty Little Liars	4	Close Encounters	8.1	1/21/2014
Pretty Little Liars	4	Bite Your Tongue	8.5	1/28/2014
Pretty Little Liars	4	Hot for Teacher	8.3	2/4/2014
Pretty Little Liars	4	Shadow Play	6.8	2/11/2014
Pretty Little Liars	4	Free Fall	8.6	2/18/2014
Pretty Little Liars	4	She's Come Undone	8.4	2/25/2014
Pretty Little Liars	4	Cover for Me	7.8	3/4/2014
Pretty Little Liars	4	Unbridled	8.2	3/11/2014
Pretty Little Liars	4	A' Is for Answers	8.8	3/18/2014
Pretty Little Liars	5	EscApe from New York	8.5	6/10/2014
Pretty Little Liars	5	Whirly Girly	8.3	6/17/2014
Pretty Little Liars	5	Surfing the Aftershocks	7.7	6/24/2014
Pretty Little Liars	5	Thrown from the Ride	7.6	7/1/2014
Pretty Little Liars	5	Miss Me x100	8.6	7/8/2014
Pretty Little Liars	5	Run, Ali, Run	8.2	7/15/2014
Pretty Little Liars	5	The Silence of E. Lamb	7.7	7/22/2014
Pretty Little Liars	5	Scream for Me	7.7	7/29/2014
Pretty Little Liars	5	March of Crimes	8.1	8/5/2014
Pretty Little Liars	5	A Dark Ali	8.2	8/12/2014
Pretty Little Liars	5	No One Here Can Love or Understand Me	7.7	8/19/2014
Pretty Little Liars	5	Taking This One to the Grave	8.7	8/26/2014
Pretty Little Liars	5	How the 'A' Stole Christmas	8.1	12/9/2014
Pretty Little Liars	5	Through a Glass, Darkly	8.2	1/6/2015
Pretty Little Liars	5	Fresh Meat	7.7	1/13/2015
Pretty Little Liars	5	Over a Barrel	7.5	1/20/2015
Pretty Little Liars	5	The Bin of Sin	7.9	1/27/2015
Pretty Little Liars	5	Oh What Hard Luck Stories They All Hand Me	7.4	2/3/2015
Pretty Little Liars	5	Out Damned Spot	7.7	2/10/2015
Pretty Little Liars	5	Pretty Isn't the Point	8.2	2/17/2015
Pretty Little Liars	5	Bloody Hell	7.8	2/24/2015
Pretty Little Liars	5	To Plea or Not to Plea	8.1	3/3/2015
Pretty Little Liars	5	The Melody Lingers On	8.2	3/10/2015
Pretty Little Liars	5	I'm a Good Girl, I Am	8.6	3/17/2015
Pretty Little Liars	5	Welcome to the Dollhouse	8.9	3/24/2015
Pretty Little Liars	6	Game On, Charles	9.0	6/2/2015
Pretty Little Liars	6	Songs of Innocence	8.0	6/9/2015
Pretty Little Liars	6	Songs of Experience	8.1	6/16/2015
Pretty Little Liars	6	Don't Look Now	8.1	6/23/2015
Pretty Little Liars	6	She's No Angel	7.7	6/30/2015
Pretty Little Liars	6	No Stone Unturned	7.5	7/14/2015
Pretty Little Liars	6	O Brother, Where Art Thou	8.2	7/21/2015
Pretty Little Liars	6	FrAmed	8.2	7/28/2015
Pretty Little Liars	6	Last Dance	8.5	8/4/2015
Pretty Little Liars	6	Game Over, Charles	4.8	8/11/2015
Pretty Little Liars	6	Of Late I Think of Rosewood	7.7	1/12/2016
Pretty Little Liars	6	Charlotte's Web	7.3	1/19/2016
Pretty Little Liars	6	The Gloves Are On	7.4	1/26/2016
Pretty Little Liars	6	New Guys, New Lies	7.2	2/2/2016
Pretty Little Liars	6	Do Not Disturb	7.4	2/9/2016
Pretty Little Liars	6	Where Somebody Waits for Me	7.2	2/16/2016
Pretty Little Liars	6	We've All Got Baggage	7.0	2/23/2016
Pretty Little Liars	6	Burn This	7.6	3/1/2016
Pretty Little Liars	6	Did You Miss Me?	7.6	3/8/2016
Pretty Little Liars	6	Hush, Hush, Sweet Liars	8.0	3/15/2016
Pretty Little Liars	7	Tick-Tock, Bitches	8.1	6/21/2016
Pretty Little Liars	7	Bedlam	7.1	6/28/2016
Pretty Little Liars	7	The Talented Mr. Rollins	8.2	7/5/2016
Pretty Little Liars	7	Hit and Run, Run, Run	8.1	7/12/2016
Pretty Little Liars	7	Along Comes Mary	7.4	7/19/2016
Pretty Little Liars	7	Wanted: Dead or Alive	8.0	8/2/2016
Pretty Little Liars	7	Original G'A'ngsters	8.0	8/9/2016
Pretty Little Liars	7	Exes and OMGs	7.4	8/16/2016
Pretty Little Liars	7	The Wrath of Kahn	7.9	8/23/2016
Pretty Little Liars	7	The DArkest Knight	8.4	8/30/2016
Pretty Little Liars	7	Playtime	7.8	4/18/2017
Pretty Little Liars	7	These Boots Were Made for Stalking	7.1	4/25/2017
Pretty Little Liars	7	Hold Your Piece	7.6	5/2/2017
Pretty Little Liars	7	Power Play	8.2	5/9/2017
Pretty Little Liars	7	In the Eye Abides the Heart	7.9	5/23/2017
Pretty Little Liars	7	The Glove That Rocks the Cradle	7.9	5/30/2017
Pretty Little Liars	7	Driving Miss Crazy	7.9	6/6/2017
Pretty Little Liars	7	Choose or Lose	8.5	6/13/2017
Pretty Little Liars	7	Farewell, My Lovely	8.4	6/20/2017
Pretty Little Liars	7	Til DeAth Do Us PArt	5.6	6/27/2017
Prison Break	1	Pilot	8.9	8/31/2006
Prison Break	1	Allen	8.7	8/31/2006
Prison Break	1	Cell Test	8.6	8/31/2006
Prison Break	1	Cute Poison	8.8	9/7/2006
Prison Break	1	English, Fitz or Percy	9.0	9/7/2006
Prison Break	1	Riots, Drills and the Devil: Part 1	9.3	9/7/2006
Prison Break	1	Riots, Drills and the Devil: Part 2	9.2	9/21/2006
Prison Break	1	The Old Head	8.8	9/21/2006
Prison Break	1	Tweener	8.6	9/21/2006
Prison Break	1	Sleight of Hand	8.7	9/28/2006
Prison Break	1	And Then There Were 7	8.7	9/28/2006
Prison Break	1	Odd Man Out	8.8	10/5/2006
Prison Break	1	End of the Tunnel	9.1	10/5/2006
Prison Break	1	The Rat	9.0	10/12/2006
Prison Break	1	By the Skin and the Teeth	8.6	10/12/2006
Prison Break	1	Brother's Keeper	8.7	10/19/2006
Prison Break	1	J-Cat	8.7	10/19/2006
Prison Break	1	Bluff	8.8	10/26/2006
Prison Break	1	The Key	8.9	10/26/2006
Prison Break	1	Tonight	9.2	11/1/2006
Prison Break	1	Go	9.5	11/1/2006
Prison Break	1	Flight	9.4	11/8/2006
Prison Break	2	Manhunt	8.9	11/8/2006
Prison Break	2	Otis	8.5	9/13/2007
Prison Break	2	Scan	8.6	9/20/2007
Prison Break	2	First Down	8.7	9/20/2007
Prison Break	2	Map 1213	8.5	9/27/2007
Prison Break	2	Subdivision	8.5	9/27/2007
Prison Break	2	Buried	8.7	10/4/2007
Prison Break	2	Dead Fall	8.5	10/4/2007
Prison Break	2	Unearthed	8.6	10/4/2007
Prison Break	2	Rendezvous	8.6	11/6/2006
Prison Break	2	Bolshoi Booze	8.6	11/13/2006
Prison Break	2	Disconnect	8.5	11/20/2006
Prison Break	2	The Killing Box	9.0	11/27/2006
Prison Break	2	John Doe	8.8	1/22/2007
Prison Break	2	The Message	8.6	1/29/2007
Prison Break	2	Chicago	8.6	2/5/2007
Prison Break	2	Bad Blood	8.7	2/19/2007
Prison Break	2	Wash	8.8	2/26/2007
Prison Break	2	Sweet Caroline	9.0	3/5/2007
Prison Break	2	Panama	8.5	3/19/2007
Prison Break	2	Fin del camino	8.8	3/26/2007
Prison Break	2	Sona	8.8	4/2/2007
Prison Break	3	Orientación	8.7	9/17/2007
Prison Break	3	Fire/Water	8.3	9/24/2007
Prison Break	3	Call Waiting	8.2	10/1/2007
Prison Break	3	Good Fences	8.2	10/8/2007
Prison Break	3	Interference	8.2	10/22/2007
Prison Break	3	Photo Finish	8.4	11/5/2007
Prison Break	3	Vamonos	8.4	11/5/2007
Prison Break	3	Bang and Burn	8.5	11/12/2007
Prison Break	3	Boxed In	8.1	1/14/2008
Prison Break	3	Dirt Nap	8.4	1/21/2008
Prison Break	3	Under & Out	8.5	2/4/2008
Prison Break	3	Hell or High Water	8.8	2/11/2008
Prison Break	3	The Art of the Deal	8.9	2/18/2008
Prison Break	4	Scylla	8.2	9/1/2008
Prison Break	4	Breaking and Entering	8.0	9/1/2008
Prison Break	4	Shut Down	8.1	9/8/2008
Prison Break	4	Eagles and Angels	8.2	9/15/2008
Prison Break	4	Safe and Sound	8.3	9/22/2008
Prison Break	4	Blow Out	8.3	9/29/2008
Prison Break	4	Five the Hard Way	8.3	10/6/2008
Prison Break	4	The Price	8.4	10/20/2008
Prison Break	4	Greatness Achieved	8.8	11/3/2008
Prison Break	4	The Legend	8.2	11/10/2008
Prison Break	4	Quiet Riot	8.6	11/17/2008
Prison Break	4	Selfless	9.0	11/24/2008
Prison Break	4	Deal or No Deal	8.4	12/1/2008
Prison Break	4	Just Business	8.2	12/8/2008
Prison Break	4	Going Under	8.1	12/15/2008
Prison Break	4	The Sunshine State	8.0	12/22/2008
Prison Break	4	The Mother Lode	7.9	4/17/2009
Prison Break	4	VS.	7.8	4/24/2009
Prison Break	4	S.O.B.	7.9	5/1/2009
Prison Break	4	Cowboys and Indians	8.3	5/8/2009
Prison Break	4	Rates of Exchange	8.5	5/15/2009
Prison Break	4	Killing Your Number	9.0	5/15/2009
Prison Break	4	The Old Ball and Chain	8.1	5/24/2009
Prison Break	4	Free	8.7	5/24/2009
Prison Break	5	Ogygia	8.7	4/4/2017
Prison Break	5	Kaniel Outis	8.5	4/11/2017
Prison Break	5	The Liar	8.3	4/18/2017
Prison Break	5	The Prisoner's Dilemma	8.9	4/25/2017
Prison Break	5	Contingency	8.1	5/2/2017
Prison Break	5	Phaecia	7.9	5/9/2017
Prison Break	5	Wine Dark Sea	8.3	5/16/2017
Prison Break	5	Progeny	8.9	5/23/2017
Prison Break	5	Behind the Eyes	8.6	5/30/2017
Rome	1	The Stolen Eagle	8.1	8/28/2005
Rome	1	How Titus Pullo Brought Down the Republic	8.4	9/4/2005
Rome	1	An Owl in a Thornbush	8.2	9/11/2005
Rome	1	Stealing from Saturn	8.2	9/18/2005
Rome	1	The Ram Has Touched the Wall	8.3	9/25/2005
Rome	1	Egeria	8.2	10/2/2005
Rome	1	Pharsalus	8.6	10/9/2005
Rome	1	Caesarion	8.6	10/16/2005
Rome	1	Utica	8.5	10/30/2005
Rome	1	Triumph	8.5	11/6/2005
Rome	1	The Spoils	9.0	11/13/2005
Rome	1	Kalends of February	9.2	11/20/2005
Rome	2	Passover	8.8	1/14/2007
Rome	2	Son of Hades	8.5	1/21/2007
Rome	2	These Being the Words of Marcus Tullius Cicero	8.3	1/28/2007
Rome	2	Testudo et Lepus (The Tortoise and the Hare)	8.6	2/4/2007
Rome	2	Heroes of the Republic	8.4	2/11/2007
Rome	2	Philippi	8.8	2/18/2007
Rome	2	Death Mask	8.3	3/4/2007
Rome	2	A Necessary Fiction	8.7	3/11/2007
Rome	2	Deus Impeditio Esuritori Nullus (No God Can Stop a Hungry Man)	8.8	3/18/2007
Rome	2	De Patre Vostro (About Your Father)	9.0	3/25/2007
Scrubs	1	My First Day	8.6	7/1/2006
Scrubs	1	My Mentor	8.2	7/1/2006
Scrubs	1	My Best Friend's Mistake	8.1	10/9/2001
Scrubs	1	My Old Lady	9.2	10/16/2001
Scrubs	1	My Two Dads	8.3	7/15/2006
Scrubs	1	My Bad	8.3	7/15/2006
Scrubs	1	My Super Ego	8.1	7/22/2006
Scrubs	1	My Fifteen Minutes	8.3	8/5/2006
Scrubs	1	My Day Off	8.2	7/29/2006
Scrubs	1	My Nickname	8.2	8/12/2006
Scrubs	1	My Own Personal Jesus	8.0	8/19/2006
Scrubs	1	My Blind Date	8.2	8/26/2006
Scrubs	1	My Balancing Act	8.0	9/2/2006
Scrubs	1	My Drug Buddy	8.3	9/9/2006
Scrubs	1	My Bed Banter & Beyond	8.6	9/16/2006
Scrubs	1	My Heavy Meddle	8.0	9/30/2006
Scrubs	1	My Student	8.1	9/30/2006
Scrubs	1	My Tuscaloosa Heart	8.0	9/23/2006
Scrubs	1	My Old Man	8.2	4/9/2002
Scrubs	1	My Way or the Highway	8.1	4/16/2002
Scrubs	1	My Sacrificial Clam	7.9	10/14/2006
Scrubs	1	My Occurrence	9.1	10/14/2006
Scrubs	1	My Hero	8.9	10/21/2006
Scrubs	1	My Last Day	8.8	10/20/2006
Scrubs	2	My Overkill	8.7	10/28/2006
Scrubs	2	My Nightingale	8.0	11/4/2006
Scrubs	2	My Case Study	8.1	11/11/2006
Scrubs	2	My Big Mouth	8.0	11/18/2006
Scrubs	2	My New Coat	8.0	11/25/2006
Scrubs	2	My Big Brother	8.1	12/2/2006
Scrubs	2	My First Step	8.1	12/9/2006
Scrubs	2	My Fruit Cups	8.3	12/16/2006
Scrubs	2	My Lucky Day	8.2	12/16/2006
Scrubs	2	My Monster	8.2	12/16/2006
Scrubs	2	My Sex Buddy	8.3	1/2/2003
Scrubs	2	My New Old Friend	8.1	12/30/2006
Scrubs	2	My Philosophy	8.7	1/16/2003
Scrubs	2	My Brother, My Keeper	8.1	1/23/2003
Scrubs	2	His Story	8.8	1/20/2007
Scrubs	2	My Karma	8.2	1/27/2007
Scrubs	2	My Own Private Practice Guy	8.1	2/3/2007
Scrubs	2	My T.C.W.	8.6	2/10/2007
Scrubs	2	My Kingdom	8.1	2/17/2007
Scrubs	2	My Interpretation	8.4	2/24/2007
Scrubs	2	My Drama Queen	8.1	3/3/2007
Scrubs	2	My Dream Job	8.6	3/10/2007
Scrubs	3	My Own American Girl	8.2	3/17/2007
Scrubs	3	My Journey	8.0	3/24/2007
Scrubs	3	My White Whale	8.1	4/7/2007
Scrubs	3	My Lucky Night	8.2	4/14/2007
Scrubs	3	My Brother, Where Art Thou?	8.3	4/21/2007
Scrubs	3	My Advice to You	8.1	4/28/2007
Scrubs	3	My Fifteen Seconds	8.6	5/5/2007
Scrubs	3	My Friend the Doctor	8.4	5/12/2007
Scrubs	3	My Dirty Secret	8.1	3/31/2007
Scrubs	3	My Rule of Thumb	8.0	5/19/2007
Scrubs	3	My Clean Break	8.0	5/26/2007
Scrubs	3	My Catalyst	9.0	6/30/2007
Scrubs	3	My Porcelain God	8.8	7/7/2007
Scrubs	3	My Screwup	9.7	6/23/2007
Scrubs	3	My Tormented Mentor	8.2	6/16/2007
Scrubs	3	My Butterfly	8.9	6/2/2007
Scrubs	3	My Moment of Un-Truth	8.1	6/9/2007
Scrubs	3	His Story II	8.2	7/14/2007
Scrubs	3	My Choosiest Choice of All	8.3	7/21/2007
Scrubs	3	My Fault	8.5	7/28/2007
Scrubs	3	My Self-Examination	8.3	8/3/2007
Scrubs	3	My Best Friend's Wedding	8.7	8/4/2007
Scrubs	4	My Old Friend's New Friend	8.6	8/10/2007
Scrubs	4	My Office	8.4	8/11/2007
Scrubs	4	My New Game	8.2	8/18/2007
Scrubs	4	My First Kill	8.2	8/18/2007
Scrubs	4	Her Story	8.2	8/25/2007
Scrubs	4	My Cake	8.9	8/25/2007
Scrubs	4	My Common Enemy	8.1	9/1/2007
Scrubs	4	My Last Chance	8.8	9/1/2007
Scrubs	4	My Malpractical Decision	8.2	9/7/2007
Scrubs	4	My Female Trouble	8.4	9/8/2007
Scrubs	4	My Unicorn	8.5	9/15/2007
Scrubs	4	My Best Moment	8.8	9/22/2007
Scrubs	4	My Ocardial Infarction	8.1	9/22/2007
Scrubs	4	My Lucky Charm	8.4	9/29/2007
Scrubs	4	My Hypocritical Oath	8.2	9/29/2007
Scrubs	4	My Quarantine	8.2	10/6/2007
Scrubs	4	My Life in Four Cameras	8.5	10/6/2007
Scrubs	4	My Roommates	8.4	2/22/2005
Scrubs	4	My Best Laid Plans	8.6	3/1/2005
Scrubs	4	My Boss's Free Haircut	8.5	3/29/2005
Scrubs	4	My Lips Are Sealed	8.2	4/5/2005
Scrubs	4	My Big Move	8.4	4/12/2005
Scrubs	4	My Faith in Humanity	8.1	4/19/2005
Scrubs	4	My Drive By	8.1	4/26/2005
Scrubs	4	My Changing Ways	8.2	5/10/2005
Scrubs	5	My Intern's Eyes	8.2	1/3/2006
Scrubs	5	My Rite of Passage	8.1	1/3/2006
Scrubs	5	My Day at the Races	8.3	1/10/2006
Scrubs	5	My Jiggly Ball	8.5	1/10/2006
Scrubs	5	My New God	8.2	1/17/2006
Scrubs	5	My Missed Perception	8.1	1/17/2006
Scrubs	5	My Way Home	9.3	1/24/2006
Scrubs	5	My Big Bird	8.4	1/24/2006
Scrubs	5	My Half-Acre	8.8	2/7/2006
Scrubs	5	Her Story II	8.5	2/7/2006
Scrubs	5	My Buddy's Booty	8.1	2/28/2006
Scrubs	5	My Cabbage	8.4	2/28/2006
Scrubs	5	My Five Stages	8.6	3/7/2006
Scrubs	5	My Own Personal Hell	8.1	3/14/2006
Scrubs	5	My Extra Mile	8.4	3/21/2006
Scrubs	5	My Bright Idea	8.6	3/28/2006
Scrubs	5	My Chopped Liver	8.2	4/4/2006
Scrubs	5	My New Suit	8.1	4/11/2006
Scrubs	5	His Story III	8.8	4/18/2006
Scrubs	5	My Lunch	9.6	4/25/2006
Scrubs	5	My Fallen Idol	9.3	5/2/2006
Scrubs	5	My Déjà Vu, My Déjà Vu	8.1	5/9/2006
Scrubs	5	My Urologist	8.3	5/16/2006
Scrubs	5	My Transition	8.6	5/16/2006
Scrubs	6	My Mirror Image	8.2	11/30/2006
Scrubs	6	My Best Friend's Baby's Baby and My Baby's Baby	8.4	12/7/2006
Scrubs	6	My Coffee	8.1	12/14/2006
Scrubs	6	My House	8.4	1/4/2007
Scrubs	6	My Friend with Money	8.0	1/11/2007
Scrubs	6	My Musical	9.1	1/18/2007
Scrubs	6	His Story IV	8.3	2/1/2007
Scrubs	6	My Road to Nowhere	8.7	2/8/2007
Scrubs	6	My Perspective	8.4	2/15/2007
Scrubs	6	My Therapeutic Month	8.1	2/22/2007
Scrubs	6	My Night to Remember	5.8	3/1/2007
Scrubs	6	My Fishbowl	8.0	3/8/2007
Scrubs	6	My Scrubs	8.4	3/15/2007
Scrubs	6	My No Good Reason	8.9	3/15/2007
Scrubs	6	My Long Goodbye	9.1	4/5/2007
Scrubs	6	My Words of Wisdom	8.4	4/12/2007
Scrubs	6	Their Story	8.7	4/19/2007
Scrubs	6	My Turf War	8.1	4/26/2007
Scrubs	6	My Cold Shower	8.7	5/3/2007
Scrubs	6	My Conventional Wisdom	8.7	5/10/2007
Scrubs	6	My Rabbit	8.4	5/17/2007
Scrubs	6	My Point of No Return	8.7	5/17/2007
Scrubs	7	My Own Worst Enemy	8.5	10/25/2007
Scrubs	7	My Hard Labor	8.1	11/1/2007
Scrubs	7	My Inconvenient Truth	8.0	11/8/2007
Scrubs	7	My Identity Crisis	8.1	11/15/2007
Scrubs	7	My Growing Pains	8.1	11/29/2007
Scrubs	7	My Number One Doctor	8.3	12/6/2007
Scrubs	7	My Bad Too	8.0	4/10/2008
Scrubs	7	My Manhood	8.1	4/17/2008
Scrubs	7	My Dumb Luck	8.7	4/24/2008
Scrubs	7	My Waste of Time	8.1	5/1/2008
Scrubs	7	My Princess	8.2	5/8/2008
Scrubs	8	My Jerks	8.3	1/6/2009
Scrubs	8	My Last Words	9.3	1/6/2009
Scrubs	8	My Saving Grace	8.0	1/13/2009
Scrubs	8	My Happy Place	8.3	1/13/2009
Scrubs	8	My ABC's	8.4	1/27/2009
Scrubs	8	My Cookie Pants	8.3	1/27/2009
Scrubs	8	My New Role	8.1	2/3/2009
Scrubs	8	My Lawyer's in Love	8.6	2/3/2009
Scrubs	8	My Absence	7.8	2/10/2009
Scrubs	8	My Comedy Show	7.9	2/10/2009
Scrubs	8	My Nah Nah Nah	7.7	3/18/2009
Scrubs	8	Their Story II	7.8	3/25/2009
Scrubs	8	My Full Moon	7.9	4/1/2009
Scrubs	8	My Soul on Fire: Part 1	8.1	4/8/2009
Scrubs	8	My Soul on Fire: Part 2	8.3	4/15/2009
Scrubs	8	My Cuz	8.0	4/22/2009
Scrubs	8	My Chief Concern	8.4	5/5/2009
Scrubs	8	My Finale: Part 1	9.3	5/6/2009
Scrubs	8	My Finale: Part 2	9.8	5/6/2009
Scrubs	9	Our First Day of School	6.7	12/1/2009
Scrubs	9	Our Drunk Friend	6.7	12/1/2009
Scrubs	9	Our Role Models	6.6	12/8/2009
Scrubs	9	Our Histories	6.7	12/15/2009
Scrubs	9	Our Mysteries	6.3	12/22/2009
Scrubs	9	Our New Girl-Bro	6.1	1/1/2010
Scrubs	9	Our White Coats	6.3	1/5/2010
Scrubs	9	Our Couples	6.0	1/5/2010
Scrubs	9	Our Stuff Gets Real	6.5	1/12/2010
Scrubs	9	Our True Lies	6.3	1/19/2010
Scrubs	9	Our Dear Leaders	6.0	1/26/2010
Scrubs	9	Our Driving Issues	6.1	3/10/2010
Scrubs	9	Our Thanks	6.3	3/17/2010
Seinfeld	1	Good News, Bad News	7.7	7/5/1989
Seinfeld	1	The Stakeout	7.7	5/31/1990
Seinfeld	1	The Robbery	7.7	6/7/1990
Seinfeld	1	Male Unbonding	7.5	6/14/1990
Seinfeld	1	The Stock Tip	7.7	6/21/1990
Seinfeld	2	The Ex-Girlfriend	7.8	1/23/1991
Seinfeld	2	The Pony Remark	8.0	1/30/1991
Seinfeld	2	The Jacket	8.4	2/6/1991
Seinfeld	2	The Phone Message	8.5	2/13/1991
Seinfeld	2	The Apartment	8.0	4/4/1991
Seinfeld	2	The Statue	8.2	4/11/1991
Seinfeld	2	The Revenge	8.4	4/18/1991
Seinfeld	2	The Heart Attack	8.0	4/25/1991
Seinfeld	2	The Deal	8.4	5/2/1991
Seinfeld	2	The Baby Shower	7.6	5/16/1991
Seinfeld	2	The Chinese Restaurant	8.8	5/23/1991
Seinfeld	2	The Busboy	7.8	6/26/1991
Seinfeld	3	The Note	8.4	9/18/1991
Seinfeld	3	The Truth	7.9	9/25/1991
Seinfeld	3	The Pen	8.4	10/2/1991
Seinfeld	3	The Dog	7.4	10/9/1991
Seinfeld	3	The Library	8.7	10/16/1991
Seinfeld	3	The Parking Garage	8.9	10/30/1991
Seinfeld	3	The Cafe	8.6	11/6/1991
Seinfeld	3	The Tape	8.8	11/13/1991
Seinfeld	3	The Nose Job	8.1	11/20/1991
Seinfeld	3	The Stranded	7.5	11/27/1991
Seinfeld	3	The Alternate Side	8.4	12/4/1991
Seinfeld	3	The Red Dot	8.5	12/11/1991
Seinfeld	3	The Subway	8.9	1/8/1992
Seinfeld	3	The Pez Dispenser	8.6	1/15/1992
Seinfeld	3	The Suicide	7.7	1/29/1992
Seinfeld	3	The Fix Up	8.5	2/5/1992
Seinfeld	3	The Boyfriend	8.9	2/12/1992
Seinfeld	3	The Boyfriend	8.8	2/12/1992
Seinfeld	3	The Limo	9.0	2/26/1992
Seinfeld	3	The Good Samaritan	8.1	3/4/1992
Seinfeld	3	The Letter	8.1	3/25/1992
Seinfeld	3	The Parking Space	8.4	4/22/1992
Seinfeld	3	The Keys	8.6	5/6/1992
Seinfeld	4	The Trip: Part 1	8.3	8/12/1992
Seinfeld	4	The Trip: Part 2	8.5	8/19/1992
Seinfeld	4	The Pitch	8.8	9/16/1992
Seinfeld	4	The Ticket	8.5	9/16/1992
Seinfeld	4	The Wallet	8.2	9/23/1992
Seinfeld	4	The Watch	8.2	9/30/1992
Seinfeld	4	The Bubble Boy	8.9	10/7/1992
Seinfeld	4	The Cheever Letters	8.6	10/28/1992
Seinfeld	4	The Opera	8.3	11/4/1992
Seinfeld	4	The Virgin	8.3	11/11/1992
Seinfeld	4	The Contest	9.6	11/18/1992
Seinfeld	4	The Airport	9.0	11/25/1992
Seinfeld	4	The Pick	8.6	12/16/1992
Seinfeld	4	The Movie	8.3	1/6/1993
Seinfeld	4	The Visa	8.3	1/27/1993
Seinfeld	4	The Shoes	8.4	2/4/1993
Seinfeld	4	The Outing	9.4	2/11/1993
Seinfeld	4	The Old Man	8.2	2/18/1993
Seinfeld	4	The Implant	8.7	2/25/1993
Seinfeld	4	The Junior Mint	8.9	3/17/1993
Seinfeld	4	The Smelly Car	8.6	4/15/1993
Seinfeld	4	The Handicap Spot	8.5	5/13/1993
Seinfeld	4	The Pilot	8.8	5/20/1993
Seinfeld	5	The Mango	8.7	9/16/1993
Seinfeld	5	The Puffy Shirt	9.0	9/23/1993
Seinfeld	5	The Glasses	8.5	9/30/1993
Seinfeld	5	The Sniffing Accountant	8.3	10/7/1993
Seinfeld	5	The Bris	8.2	10/14/1993
Seinfeld	5	The Lip Reader	8.6	10/28/1993
Seinfeld	5	The Non-Fat Yogurt	8.6	11/4/1993
Seinfeld	5	The Barber	8.4	11/11/1993
Seinfeld	5	The Masseuse	8.0	11/18/1993
Seinfeld	5	The Cigar Store Indian	8.5	12/9/1993
Seinfeld	5	The Conversion	8.3	12/16/1993
Seinfeld	5	The Stall	8.7	1/6/1994
Seinfeld	5	The Dinner Party	8.4	2/3/1994
Seinfeld	5	The Marine Biologist	9.3	2/10/1994
Seinfeld	5	The Pie	8.6	2/17/1994
Seinfeld	5	The Stand-In	7.9	2/24/1994
Seinfeld	5	The Wife	8.2	3/17/1994
Seinfeld	5	The Raincoats	8.6	4/28/1994
Seinfeld	5	The Fire	8.8	5/5/1994
Seinfeld	5	The Hamptons	9.1	5/12/1994
Seinfeld	5	The Opposite	9.6	5/19/1994
Seinfeld	6	The Chaperone	8.2	9/22/1994
Seinfeld	6	The Big Salad	8.3	9/29/1994
Seinfeld	6	The Pledge Drive	8.4	10/6/1994
Seinfeld	6	The Chinese Woman	8.3	10/13/1994
Seinfeld	6	The Couch	8.3	10/27/1994
Seinfeld	6	The Gymnast	8.4	11/3/1994
Seinfeld	6	The Soup	8.3	11/10/1994
Seinfeld	6	The Mom and Pop Store	8.2	11/17/1994
Seinfeld	6	The Secretary	8.3	12/8/1994
Seinfeld	6	The Race	9.0	12/15/1994
Seinfeld	6	The Switch	9.0	1/5/1995
Seinfeld	6	The Label Maker	8.7	1/19/1995
Seinfeld	6	The Scofflaw	8.3	1/26/1995
Seinfeld	6	Highlights of a Hundred	7.3	2/2/1995
Seinfeld	6	The Beard	8.4	2/9/1995
Seinfeld	6	The Kiss Hello	8.4	2/16/1995
Seinfeld	6	The Doorman	8.5	2/23/1995
Seinfeld	6	The Jimmy	9.0	3/16/1995
Seinfeld	6	The Doodle	8.5	4/6/1995
Seinfeld	6	The Fusilli Jerry	8.9	4/27/1995
Seinfeld	6	The Diplomat's Club	8.2	5/4/1995
Seinfeld	6	The Face Painter	8.5	5/11/1995
Seinfeld	6	The Understudy	8.2	5/18/1995
Seinfeld	7	The Engagement	8.7	9/21/1995
Seinfeld	7	The Postponement	8.4	9/28/1995
Seinfeld	7	The Maestro	8.2	10/5/1995
Seinfeld	7	The Wink	8.8	10/12/1995
Seinfeld	7	The Hot Tub	8.8	10/19/1995
Seinfeld	7	The Soup Nazi	9.6	11/2/1995
Seinfeld	7	The Secret Code	8.5	11/9/1995
Seinfeld	7	The Pool Guy	8.5	11/16/1995
Seinfeld	7	The Sponge	8.5	12/7/1995
Seinfeld	7	The Gum	8.8	12/14/1995
Seinfeld	7	The Rye	9.0	1/4/1996
Seinfeld	7	The Caddy	8.7	1/25/1996
Seinfeld	7	The Seven	8.3	2/1/1996
Seinfeld	7	The Cadillac	8.6	2/8/1996
Seinfeld	7	The Shower Head	8.6	2/15/1996
Seinfeld	7	The Doll	8.3	2/22/1996
Seinfeld	7	The Friars Club	8.0	3/7/1996
